# Метеостанция Тырныауз, Россия, WMO_ID=37206, выборка с 20.11.2013 по 31.12.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=37206&lang=ru
#
"Местное время в Тырныаузе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.09.2019 18:00";"12.9";"653.2";"";"";"80";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"19.4";"";"";"";"";"";"";"9.5";"Осадков нет";"12";"";"";"";"";
"27.09.2019 15:00";"18.6";"652.4";"";"";"44";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"27.09.2019 12:00";"17.4";"652.0";"";"";"55";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"27.09.2019 09:00";"10.1";"652.7";"";"";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"27.09.2019 06:00";"8.1";"652.9";"";"";"96";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"7.4";"";"";"";"";"";"";"";"7.5";"0.3";"12";"";"";"";"";
"27.09.2019 03:00";"7.6";"652.7";"";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"27.09.2019 00:00";"10.1";"653.3";"";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"26.09.2019 21:00";"10.5";"653.5";"";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"26.09.2019 18:00";"10.9";"653.3";"";"";"91";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"15.4";"";"";"";"";"";"";"9.5";"Осадков нет";"12";"";"";"";"";
"26.09.2019 15:00";"15.1";"652.6";"";"";"69";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"26.09.2019 12:00";"14.6";"652.3";"";"";"68";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"26.09.2019 09:00";"11.3";"651.7";"";"";"88";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"9.4";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"26.09.2019 06:00";"9.4";"651.4";"";"";"97";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"9.4";"";"";"";"";"";"";"";"9.0";"Осадков нет";"12";"";"";"";"";
"26.09.2019 03:00";"9.8";"650.9";"";"";"96";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"26.09.2019 00:00";"10.3";"651.3";"";"";"95";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"25.09.2019 21:00";"10.8";"652.3";"";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"25.09.2019 18:00";"12.0";"652.5";"";"";"83";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"16.4";"";"";"";"";"";"";"9.2";"Осадков нет";"12";"";"";"";"";
"25.09.2019 15:00";"14.7";"652.1";"";"";"66";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"25.09.2019 12:00";"14.9";"652.8";"";"";"55";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"25.09.2019 09:00";"11.2";"652.6";"";"";"67";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"25.09.2019 06:00";"7.9";"652.3";"";"";"87";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"7.5";"";"";"";"";"";"";"";"5.8";"Осадков нет";"12";"";"";"";"";
"25.09.2019 03:00";"8.2";"652.2";"";"";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"25.09.2019 00:00";"8.1";"652.8";"";"";"89";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"24.09.2019 21:00";"8.8";"653.5";"";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.09.2019 18:00";"12.4";"653.5";"";"";"67";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"18.7";"";"";"";"";"";"";"6.4";"Осадков нет";"12";"";"";"";"";
"24.09.2019 15:00";"16.3";"652.8";"";"";"45";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"24.09.2019 12:00";"17.9";"653.2";"";"";"30";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"24.09.2019 09:00";"6.5";"654.4";"";"";"69";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"4.4";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"24.09.2019 06:00";"4.6";"654.7";"";"";"80";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"4.6";"";"";"";"";"";"";"";"1.4";"Осадков нет";"12";"";"";"";"";
"24.09.2019 03:00";"4.9";"654.6";"";"";"87";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"24.09.2019 00:00";"6.8";"654.7";"";"";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"23.09.2019 21:00";"6.9";"655.2";"";"";"84";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"23.09.2019 18:00";"12.2";"654.4";"";"";"57";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"15.9";"";"";"";"";"";"";"3.9";"Осадков нет";"12";"";"";"";"";
"23.09.2019 12:00";"14.0";"654.1";"";"";"47";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"23.09.2019 09:00";"3.3";"655.5";"";"";"84";"Штиль, безветрие";"0";"";"";"";" ";"";"";"2.1";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"23.09.2019 06:00";"3.4";"654.9";"";"";"78";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"3.4";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"12";"";"";"";"";
"23.09.2019 03:00";"4.0";"655.1";"";"";"78";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"23.09.2019 00:00";"5.0";"655.6";"";"";"77";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"22.09.2019 21:00";"5.8";"655.9";"";"";"77";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"22.09.2019 18:00";"9.1";"655.0";"";"";"60";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"13.3";"";"";"";"";"";"";"1.6";"Осадков нет";"12";"";"";"";"";
"22.09.2019 15:00";"13.1";"654.4";"";"";"44";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"22.09.2019 12:00";"10.8";"655.2";"";"";"50";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"22.09.2019 09:00";"3.9";"656.1";"";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"1.1";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.09.2019 06:00";"1.7";"655.6";"";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"2.0";"";"";"";"";"";"";"";"0.5";"0.3";"12";"";"";"";"";
"22.09.2019 03:00";"2.9";"654.5";"";"";"89";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"22.09.2019 00:00";"3.2";"654.2";"";"";"92";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"21.09.2019 21:00";"4.4";"653.8";"";"";"91";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"21.09.2019 18:00";"4.6";"653.2";"";"";"91";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"6.6";"";"";"";"";"";"";"3.2";"15.0";"12";"";"";"";"";
"21.09.2019 15:00";"4.3";"652.6";"";"";"91";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"21.09.2019 12:00";"4.5";"652.1";"";"";"95";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"21.09.2019 09:00";"5.4";"651.4";"";"";"94";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"5.4";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"21.09.2019 03:00";"9.8";"649.2";"";"";"94";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"21.09.2019 00:00";"10.4";"649.6";"";"";"89";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"20.09.2019 21:00";"11.1";"649.9";"";"";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"20.09.2019 18:00";"12.2";"650.2";"";"";"73";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"17.3";"";"";"";"";"";"";"7.4";"Осадков нет";"12";"";"";"";"";
"20.09.2019 15:00";"15.7";"650.2";"";"";"58";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"20.09.2019 12:00";"16.8";"651.6";"";"";"60";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"20.09.2019 09:00";"7.5";"653.3";"";"";"95";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"6.2";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"20.09.2019 06:00";"6.3";"654.6";"";"";"95";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"6.5";"";"";"";"";"";"";"";"5.6";"Осадков нет";"12";"";"";"";"";
"20.09.2019 03:00";"7.2";"654.7";"";"";"95";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"19.09.2019 21:00";"11.6";"656.3";"";"";"81";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"19.09.2019 18:00";"12.7";"656.1";"";"";"75";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"16.7";"";"";"";"";"";"";"8.3";"Осадков нет";"12";"";"";"";"";
"19.09.2019 15:00";"16.3";"655.3";"";"";"63";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"19.09.2019 12:00";"16.0";"654.9";"";"";"62";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"19.09.2019 09:00";"8.7";"655.4";"";"";"72";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"19.09.2019 06:00";"6.4";"654.9";"";"";"86";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"5.8";"";"";"";"";"";"";"";"4.2";"Осадков нет";"12";"";"";"";"";
"19.09.2019 03:00";"8.0";"654.1";"";"";"79";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"19.09.2019 00:00";"10.9";"653.8";"";"";"72";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"18.09.2019 21:00";"10.6";"653.3";"";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"18.09.2019 18:00";"15.4";"653.1";"";"";"66";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"22.5";"";"";"";"";"";"";"9.0";"Осадков нет";"12";"";"";"";"";
"18.09.2019 15:00";"22.0";"652.6";"";"";"41";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"18.09.2019 12:00";"20.4";"653.2";"";"";"32";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"18.09.2019 09:00";"7.4";"653.8";"";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"5.7";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"18.09.2019 06:00";"5.7";"653.2";"";"";"97";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"5.8";"";"";"";"";"";"";"";"5.2";"Осадков нет";"12";"";"";"";"";
"18.09.2019 03:00";"6.6";"652.9";"";"";"96";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"18.09.2019 00:00";"7.9";"652.7";"";"";"96";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.09.2019 21:00";"10.4";"652.6";"";"";"91";"Ветер, дующий с юга";"1";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"17.09.2019 18:00";"13.9";"651.9";"";"";"64";"Ветер, дующий с юго-востока";"4";"";"17";"";" ";"";"";"";"16.2";"";"";"";"";"";"";"7.2";"5.0";"12";"";"";"";"";
"17.09.2019 15:00";"15.0";"652.0";"";"";"73";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"17.09.2019 12:00";"13.0";"652.5";"";"";"88";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"17.09.2019 09:00";"14.3";"652.6";"";"";"72";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"17.09.2019 06:00";"10.9";"652.9";"";"";"87";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"10.4";"";"";"";"";"";"";"";"8.8";"Осадков нет";"12";"";"";"";"";
"17.09.2019 03:00";"11.7";"653.1";"";"";"84";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"17.09.2019 00:00";"11.5";"653.5";"";"";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"16.09.2019 21:00";"11.1";"653.7";"";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"16.09.2019 18:00";"16.8";"653.2";"";"";"57";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"21.7";"";"";"";"";"";"";"8.1";"Осадков нет";"12";"";"";"";"";
"16.09.2019 15:00";"20.5";"653.0";"";"";"45";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"16.09.2019 12:00";"19.4";"654.0";"";"";"38";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"16.09.2019 09:00";"9.3";"655.6";"";"";"77";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"16.09.2019 06:00";"8.3";"656.7";"";"";"79";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"7.6";"";"";"";"";"";"";"";"4.9";"Осадков нет";"12";"";"";"";"";
"16.09.2019 03:00";"8.5";"657.1";"";"";"85";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"16.09.2019 00:00";"11.2";"657.4";"";"";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"15.09.2019 21:00";"13.1";"657.8";"";"";"74";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"15.09.2019 18:00";"15.8";"657.1";"";"";"57";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"20.0";"";"";"";"";"";"";"7.2";"Осадков нет";"12";"";"";"";"";
"15.09.2019 15:00";"17.6";"656.3";"";"";"48";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"15.09.2019 12:00";"18.9";"655.8";"";"";"41";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"15.09.2019 09:00";"10.6";"656.6";"";"";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"15.09.2019 06:00";"8.7";"656.6";"";"";"72";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"3.8";"Осадков нет";"12";"";"";"";"";
"15.09.2019 03:00";"9.2";"656.2";"";"";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"15.09.2019 00:00";"11.4";"656.3";"";"";"78";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"14.09.2019 21:00";"12.5";"656.3";"";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"14.09.2019 18:00";"15.8";"655.7";"";"";"62";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"8.5";"Осадков нет";"12";"";"";"";"";
"14.09.2019 15:00";"19.5";"655.4";"";"";"50";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"14.09.2019 12:00";"18.8";"655.9";"";"";"41";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"14.09.2019 09:00";"9.4";"656.7";"";"";"67";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"6.8";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"14.09.2019 06:00";"6.9";"656.9";"";"";"83";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"6.8";"";"";"";"";"";"";"";"4.2";"Осадков нет";"12";"";"";"";"";
"14.09.2019 03:00";"6.9";"657.1";"";"";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"14.09.2019 00:00";"7.8";"657.5";"";"";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"13.09.2019 21:00";"11.4";"658.0";"";"";"77";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"13.09.2019 18:00";"13.9";"657.5";"";"";"59";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"17.7";"";"";"";"";"";"";"5.9";"Осадков нет";"12";"";"";"";"";
"13.09.2019 15:00";"17.4";"656.9";"";"";"49";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"13.09.2019 12:00";"16.0";"657.3";"";"";"50";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"13.09.2019 09:00";"10.0";"658.1";"";"";"73";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"13.09.2019 06:00";"6.8";"658.1";"";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"6.0";"";"";"";"";"";"";"";"6.0";"Осадков нет";"12";"";"";"";"";
"13.09.2019 03:00";"7.7";"657.7";"";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"13.09.2019 00:00";"11.1";"658.5";"";"";"79";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"12.09.2019 21:00";"11.3";"659.1";"";"";"78";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"12.09.2019 18:00";"13.3";"658.7";"";"";"63";"Ветер, дующий с севера";"2";"";"10";"";" ";"";"";"";"16.3";"";"";"";"";"";"";"6.4";"Осадков нет";"12";"";"";"";"";
"12.09.2019 15:00";"16.1";"658.3";"";"";"58";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"12.09.2019 12:00";"14.1";"658.6";"";"";"55";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"12.09.2019 09:00";"10.5";"659.5";"";"";"71";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"7.9";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"12.09.2019 06:00";"8.2";"659.2";"";"";"87";"Штиль, безветрие";"0";"";"";"";" ";"";"";"8.2";"";"";"";"";"";"";"";"6.1";"Осадков нет";"12";"";"";"";"";
"12.09.2019 03:00";"9.6";"658.8";"";"";"84";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"11.09.2019 21:00";"11.4";"660.1";"";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
